 id     x_centroid        y_centroid        sharpness       roundness1      roundness2     n_pixels   peak      flux      mag        daofind_mag    
--- ----------------- ----------------- ------------------ ----------- ------------------- -------- -------- --------- ---------- ------------------
  1 2894.780248216672 279.8190991554656 0.4444115693644709 0.117532365 0.08635447085256179       81 26712.71 1116508.6 -15.119656 -1.853378517156894 id     x_centroid        y_centroid        sharpness      roundness1      roundness2     n_pixels    peak     flux       mag         daofind_mag    
--- ----------------- ----------------- ------------------ ---------- ------------------- -------- --------- -------- ----------- -------------------
  2 2128.053588420648 419.4127958796553 0.4592172840754214 0.19152516 0.12934396123602931       81 17062.688 689015.1 -14.5955715 -1.3726773018586667 id     x_centroid         y_centroid         sharpness      roundness1     roundness2     n_pixels   peak      flux      mag         daofind_mag     
--- ------------------ ----------------- ------------------- ---------- ------------------ -------- -------- --------- ---------- --------------------
  3 2343.7366592861194 444.0467989006688 0.44951435121022787 0.13319124 0.1155257350734267       81 5149.735 211376.58 -13.312643 -0.07840280531062241 id     x_centroid        y_centroid         sharpness       roundness1      roundness2     n_pixels    peak      flux    mag     daofind_mag    
--- ----------------- ------------------ ------------------ ----------- ------------------- -------- --------- ---------- --- -------------------
  4 159.7309425045172 471.41556322663723 0.3084626820598381 -0.13202846 -0.9775747335947872       81 68.198494 -170195.61 nan -0.6154666118767845 id     x_centroid         y_centroid        sharpness       roundness1      roundness2      n_pixels    peak      flux      mag        daofind_mag    
--- ------------------ ----------------- ------------------ ----------- -------------------- -------- --------- --------- ---------- ------------------
  5 3029.2208688961427 825.2632272638089 0.4425814869358004 0.092201956 0.023948323329209244       81 21406.729 870662.44 -14.849625 -1.650368535533524 id     x_centroid        y_centroid        sharpness      roundness1      roundness2      n_pixels    peak      flux      mag        daofind_mag    
--- ----------------- ----------------- ------------------ ---------- -------------------- -------- --------- --------- ---------- ------------------
  6 71.56936130555032 992.8028149902118 0.4819577608625602  0.3108467 0.023162628516038276       81 113067.78 4446240.0 -16.619984 -3.413821820741989 id     x_centroid        y_centroid          sharpness      roundness1      roundness2      n_pixels    peak      flux      mag        daofind_mag    
--- ----------------- ------------------ ------------------- ---------- -------------------- -------- --------- --------- ---------- ------------------
  7 1253.677633134764 1364.1049475096095 0.49474058243146524 0.19238396 0.026891982959232896       81 125795.56 4604288.0 -16.657907 -3.574471665654802 id     x_centroid         y_centroid        sharpness      roundness1      roundness2      n_pixels    peak      flux      mag         daofind_mag    
--- ------------------ ----------------- ------------------ ---------- -------------------- -------- --------- --------- ---------- -------------------
  8 1007.9418250070787 1936.284913047229 0.4874458205900574 0.16460173 0.028424272223964583       81 14984.148 546587.06 -14.344149 -1.2834401549759376 id     x_centroid        y_centroid          sharpness      roundness1      roundness2      n_pixels   peak      flux      mag         daofind_mag    
--- ----------------- ------------------ ------------------- ---------- -------------------- -------- -------- --------- ---------- -------------------
  9 2250.854413703121 1961.3220611898944 0.48426260675705673  0.1471364 0.059069024889932445       81 42125.92 1528275.5 -15.460505 -2.4169498792888504 id     x_centroid        y_centroid          sharpness      roundness1       roundness2      n_pixels    peak      flux      mag         daofind_mag    
--- ----------------- ------------------ ------------------- ---------- --------------------- -------- --------- --------- ---------- -------------------
 10 902.2932667227211 2035.9595896614655 0.47845939312328856 0.13440962 -0.007984911323617954       81 6265.8696 235989.89 -13.432234 -0.3264642505409246 id    x_centroid        y_centroid         sharpness      roundness1      roundness2      n_pixels   peak      flux       mag        daofind_mag    
--- ---------------- ------------------ ------------------ ---------- -------------------- -------- -------- ---------- ---------- ------------------
 11 876.488117235014 2076.0716960117575 0.4933141882463894 0.14121494 0.004206665511300403       81 339215.6 12427121.0 -17.735926 -4.653834449336074 id     x_centroid         y_centroid         sharpness      roundness1      roundness2     n_pixels    peak      flux      mag        daofind_mag    
--- ------------------ ------------------ ------------------ ---------- ------------------- -------- --------- --------- ---------- ------------------
 12 1018.9846765896026 2112.7461880045835 0.4795761309463918  0.1507692 0.03571270033035099       81 55332.594 2028023.0 -15.767681 -2.714287779787017 id     x_centroid        y_centroid          sharpness      roundness1       roundness2      n_pixels    peak     flux      mag         daofind_mag    
--- ----------------- ------------------ ------------------- ---------- --------------------- -------- --------- -------- ---------- -------------------
 13 3594.054080747414 2159.3902647482555 0.45490369465577873 0.16109599 -0.034547461394650085       81 20365.234 809621.1 -14.770704 -1.5942014410002887 id     x_centroid         y_centroid          sharpness      roundness1      roundness2     n_pixels   peak     flux      mag        daofind_mag    
--- ------------------ ------------------ ------------------- ---------- ------------------- -------- ------- --------- ---------- ------------------
 14 1865.2124984324366 2172.4118260829678 0.46373123931051347 0.17268121 0.05175391433901313       81 9610.55 361004.72 -13.893782 -0.823738151295525 id     x_centroid        y_centroid         sharpness      roundness1      roundness2     n_pixels    peak      flux      mag        daofind_mag    
--- ----------------- ------------------ ------------------ ---------- ------------------- -------- --------- --------- ---------- ------------------
 15 3407.115079725677 2296.4346052871533 0.4694734178671746 0.22865933 0.02620965095066566       81 124985.81 4777472.0 -16.697996 -3.575596201863095 id     x_centroid        y_centroid          sharpness       roundness1      roundness2      n_pixels   peak     flux      mag        daofind_mag    
--- ----------------- ------------------ ------------------- ----------- -------------------- -------- -------- -------- --------- -------------------
 16 639.0550330795647 2408.7320963081984 0.47849869098813136 0.124594904 0.028780743326565737       81 9810.283 363215.1 -13.90041 -0.8284314544555544 id     x_centroid        y_centroid          sharpness      roundness1       roundness2      n_pixels   peak      flux      mag        daofind_mag    
--- ----------------- ------------------ ------------------- ---------- --------------------- -------- -------- ---------- -------- -------------------
 17 3721.812583876012 2445.5125962045126 0.47402782341143923 0.24275835 -0.040498964533719796       81 315258.6 12408516.0 -17.7343 -4.5393141662009455 id     x_centroid         y_centroid          sharpness      roundness1      roundness2     n_pixels    peak     flux      mag        daofind_mag   
--- ------------------ ------------------ ------------------- ---------- ------------------- -------- --------- -------- ---------- -----------------
 18 1400.2834465509725 2613.1974416299213 0.48511079316435524  0.1421049 0.01961945704152826       81 10687.252 388857.0 -13.974475 -0.92515180207492 id     x_centroid         y_centroid        sharpness      roundness1      roundness2      n_pixels    peak     flux      mag        daofind_mag    
--- ------------------ ----------------- ------------------ ---------- -------------------- -------- --------- -------- --------- -------------------
 19 3931.4979528020676 2675.663106826958 0.4756309632849167 0.32930565 -0.08948588693049338       81 14478.873 585210.1 -14.41828 -1.1620993547758514 id     x_centroid         y_centroid          sharpness      roundness1      roundness2     n_pixels   peak     flux      mag         daofind_mag     
--- ------------------ ------------------ ------------------- ---------- ------------------- -------- -------- -------- ---------- --------------------
 20 2052.2171549644577 2720.1504876663853 0.48428777319870603  0.1653743 0.05350160752410365       81 7149.414 259809.2 -13.536636 -0.49208048412462874 id     x_centroid        y_centroid        sharpness      roundness1      roundness2     n_pixels    peak      flux      mag         daofind_mag    
--- ----------------- ----------------- ------------------ ---------- ------------------- -------- --------- --------- ---------- -------------------
 21 907.6873009516254 2825.064583914901 0.4886178812877263 0.08757811 0.03511703261237962       81 10301.253 372486.94 -13.927778 -0.8829888577114563 id     x_centroid         y_centroid          sharpness      roundness1      roundness2     n_pixels   peak      flux      mag        daofind_mag    
--- ------------------ ------------------ ------------------- ---------- ------------------- -------- -------- --------- ---------- ------------------
 22 1848.1455194655505 3320.2961729775097 0.48250758045219333 0.21123038 0.09935643692207988       81 165257.2 5959346.5 -16.937996 -3.910827702335143
